Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-003276,End User,Russian,Downtown Dubai,Townhouse,1310000.0
CUST-003524,Investor,Filipino,Arabian Ranches,Townhouse,1990000.0
CUST-003685,Investor,Pakistani,Al Furjan,Apartment,1190000.0
CUST-004730,Investor,Chinese,Business Bay,Apartment,1920000.0
CUST-000637,Investor,British,Arabian Ranches,Villa,7095000.0
CUST-000431,End User,Russian,Dubai South,Apartment,640000.0
CUST-000721,Investor,British,Damac Hills 2,Apartment,850000.0
CUST-000796,Investor,Jordanian,Dubai Silicon Oasis,Villa,2000000.0
CUST-002221,End User,Filipino,Business Bay,Townhouse,1840000.0
CUST-002070,End User,Chinese,Jumeirah Village Circle (JVC),Penthouse,3055000.0
CUST-003771,End User,Russian,Downtown Dubai,Studio,1350000.0
CUST-000268,End User,Indian,Business Bay,Villa,6005000.0
CUST-004941,End User,Jordanian,Dubai Hills Estate,Villa,2910000.0
CUST-001779,Investor,Emirati,Dubai Hills Estate,Apartment,1740000.0
CUST-003513,End User,South African,Business Bay,Apartment,1150000.0
CUST-003693,End User,Filipino,Dubai Marina,Apartment,1425000.0
CUST-001211,Investor,Filipino,Downtown Dubai,Apartment,1505000.0
CUST-000100,Investor,British,Jumeirah Village Circle (JVC),Apartment,1005000.0
CUST-002946,Investor,British,Downtown Dubai,Townhouse,1600000.0
CUST-004122,End User,Filipino,Dubai Hills Estate,Studio,400000.0
CUST-000280,End User,British,,Studio,1355000.0
CUST-000620,Investor,Filipino,Dubai Marina,Apartment,880000.0
CUST-001956,Investor,Egyptian,Downtown Dubai,Townhouse,1960000.0
CUST-002685,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,1855000.0
CUST-000513,End User,French,Jumeirah Village Circle (JVC),Apartment,1525000.0
CUST-001313,Investor,Indian,Dubai Silicon Oasis,Townhouse,2820000.0
CUST-004801,Investor,Filipino,Palm Jumeirah,Villa,5935000.0
CUST-004646,Investor,Indian,Dubai Creek Harbour,Villa,8070000.0
CUST-001730,End User,Chinese,Al Furjan,Apartment,
CUST-002840,End User,Pakistani,Dubai South,Apartment,1750000.0
CUST-003350,End User,German,Dubai Marina,Apartment,1675000.0
CUST-004162,Investor,,Mohammed Bin Rashid City (MBR City),Apartment,1665000.0
CUST-002751,End User,Indian,Downtown Dubai,Apartment,935000.0
CUST-000988,End User,British,Business Bay,Studio,1030000.0
CUST-002788,Investor,Russian,Dubai Hills Estate,Studio,1640000.0
CUST-002700,End User,Canadian,Jumeirah Lake Towers (JLT),Studio,975000.0
CUST-000461,Investor,Canadian,Jumeirah Lake Towers (JLT),Apartment,400000.0
CUST-002493,Investor,Indian,Dubai South,Studio,995000.0
CUST-003029,Investor,German,Dubai Marina,Villa,3660000.0
CUST-003438,Investor,Chinese,Dubai South,Penthouse,3965000.0
CUST-004580,End User,Canadian,Dubai Hills Estate,Apartment,1610000.0
CUST-000718,Investor,Saudi,Dubai Marina,Townhouse,2825000.0
CUST-002497,End User,Pakistani,Dubai Silicon Oasis,Townhouse,2615000.0
CUST-002470,End User,Saudi,Downtown Dubai,Townhouse,3240000.0
CUST-001376,Investor,Pakistani,Mohammed Bin Rashid City (MBR City),Apartment,1140000.0
CUST-002743,End User,,Dubai Silicon Oasis,Apartment,1035000.0
CUST-000360,End User,Pakistani,Al Furjan,Studio,1335000.0
CUST-004533,Investor,Chinese,Jumeirah Village Circle (JVC),Townhouse,3130000.0
CUST-000888,End User,American,Dubai Creek Harbour,Townhouse,2840000.0
CUST-004728,End User,Chinese,Downtown Dubai,Apartment,1750000.0
CUST-000842,End User,Russian,Dubai Silicon Oasis,Apartment,
CUST-003533,End User,French,Arabian Ranches,Apartment,1605000.0
CUST-003322,Investor,Indian,Business Bay,Studio,2250000.0
CUST-001306,End User,American,Business Bay,Studio,1510000.0
CUST-004451,Investor,Jordanian,Arabian Ranches,Apartment,1680000.0
CUST-000528,End User,British,Dubai Marina,Apartment,1850000.0
CUST-001442,Investor,Canadian,Dubai Marina,Studio,1315000.0
CUST-004476,End User,Saudi,Palm Jumeirah,Studio,1205000.0
CUST-002622,Investor,Canadian,Arabian Ranches,Apartment,
CUST-003783,Investor,Chinese,Dubai Hills Estate,Studio,2395000.0
CUST-003904,End User,Chinese,Dubai Silicon Oasis,Penthouse,895000.0
CUST-000135,Investor,Pakistani,Dubai Creek Harbour,Penthouse,4795000.0
CUST-003731,Investor,Indian,Jumeirah Village Circle (JVC),Studio,
CUST-003514,Investor,Indian,Dubai Silicon Oasis,Studio,985000.0
CUST-003563,Investor,British,Jumeirah Village Circle (JVC),Apartment,2160000.0
CUST-004224,End User,British,Dubai Hills Estate,Apartment,1790000.0
CUST-002306,Investor,American,Mohammed Bin Rashid City (MBR City),Apartment,1560000.0
CUST-000525,Investor,Indian,Business Bay,Apartment,400000.0
CUST-004791,End User,Indian,Downtown Dubai,Penthouse,7285000.0
CUST-000911,End User,British,Downtown Dubai,Apartment,965000.0
CUST-003213,End User,Canadian,Jumeirah Lake Towers (JLT),Apartment,1525000.0
CUST-000504,End User,Nigerian,Business Bay,Apartment,2065000.0
CUST-002652,End User,Canadian,Dubai Hills Estate,Studio,1295000.0
CUST-000125,Investor,Saudi,Business Bay,Villa,1935000.0
CUST-000934,End User,British,Mohammed Bin Rashid City (MBR City),Apartment,845000.0
CUST-001471,End User,Chinese,Damac Hills 2,Villa,7050000.0
CUST-001285,Investor,British,Business Bay,Apartment,1470000.0
CUST-002569,Investor,Pakistani,Damac Hills 2,Apartment,1680000.0
CUST-003397,Investor,Saudi,Business Bay,Studio,1205000.0
CUST-004303,Investor,American,Dubai Hills Estate,Apartment,1570000.0
CUST-001095,Investor,,Downtown Dubai,Apartment,1330000.0
CUST-001796,End User,Iranian,Dubai Creek Harbour,Apartment,400000.0
CUST-001184,Investor,Egyptian,Dubai Creek Harbour,Townhouse,2880000.0
CUST-000225,Investor,French,Palm Jumeirah,Apartment,890000.0
CUST-003964,Investor,Indian,Palm Jumeirah,Penthouse,875000.0
CUST-003821,End User,Saudi,Business Bay,Penthouse,2830000.0
CUST-002521,End User,Russian,Arabian Ranches,Villa,5335000.0
CUST-002944,End User,Chinese,Mohammed Bin Rashid City (MBR City),Townhouse,2085000.0
CUST-003092,End User,Indian,Al Furjan,Apartment,640000.0
CUST-001372,End User,British,Dubai South,Apartment,1195000.0
CUST-002595,Investor,Pakistani,Downtown Dubai,Studio,1330000.0
CUST-000685,Investor,British,Dubai Hills Estate,Apartment,2060000.0
CUST-001952,End User,Canadian,Jumeirah Village Circle (JVC),Apartment,1770000.0
CUST-000828,End User,Canadian,Dubai Marina,Townhouse,2070000.0
CUST-001262,Investor,French,Dubai Marina,Townhouse,2670000.0
CUST-004876,End User,Chinese,Business Bay,Apartment,1475000.0
CUST-003398,Investor,Jordanian,Palm Jumeirah,Apartment,1590000.0
CUST-000633,Investor,Pakistani,Dubai Hills Estate,Villa,3630000.0
CUST-004268,Investor,Nigerian,Dubai Marina,Studio,1140000.0
CUST-001307,Investor,Egyptian,Jumeirah Village Circle (JVC),Studio,1270000.0
CUST-004190,Investor,Iranian,Business Bay,Apartment,930000.0
CUST-001242,Investor,Chinese,Jumeirah Village Circle (JVC),Apartment,800000.0
CUST-003211,End User,Lebanese,Downtown Dubai,Apartment,
CUST-001461,Investor,British,Dubai Marina,Apartment,1505000.0
CUST-001398,End User,British,Downtown Dubai,Apartment,1405000.0
CUST-000963,End User,British,Damac Hills 2,Studio,
CUST-004762,Investor,Filipino,Al Furjan,Apartment,1975000.0
CUST-001278,End User,Russian,Jumeirah Village Circle (JVC),Apartment,2010000.0
CUST-004313,Investor,British,Damac Hills 2,Apartment,2005000.0
CUST-000746,Investor,,Dubai Marina,Apartment,1525000.0
CUST-002841,Investor,Lebanese,Al Furjan,Townhouse,3535000.0
CUST-003760,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1720000.0
CUST-004109,Investor,South African,Palm Jumeirah,Apartment,1565000.0
CUST-000142,Investor,Nigerian,Dubai Marina,Apartment,1465000.0
CUST-001116,End User,Russian,Al Furjan,Apartment,990000.0
CUST-000805,Investor,Nigerian,Damac Hills 2,Villa,4145000.0
CUST-004628,Investor,Indian,Dubai South,Villa,1990000.0
CUST-000530,Investor,American,Jumeirah Lake Towers (JLT),Apartment,1190000.0
CUST-003640,Investor,South African,Dubai Marina,Villa,2450000.0
CUST-000201,Investor,Indian,Dubai Marina,Apartment,1585000.0
CUST-000455,Investor,French,Dubai Hills Estate,Apartment,
CUST-004969,End User,Indian,Downtown Dubai,Studio,1270000.0
CUST-001747,End User,Emirati,Arabian Ranches,Apartment,1120000.0
CUST-003892,Investor,Indian,,Apartment,1155000.0
CUST-004696,Investor,Indian,Palm Jumeirah,Studio,1320000.0
CUST-000441,Investor,South African,Dubai Silicon Oasis,Apartment,1160000.0
CUST-002336,Investor,American,Dubai Marina,Townhouse,3095000.0
CUST-003076,End User,Pakistani,Jumeirah Lake Towers (JLT),Villa,4310000.0
CUST-004394,End User,Indian,Dubai Hills Estate,Studio,1455000.0
CUST-000433,End User,Egyptian,Business Bay,Apartment,1195000.0
CUST-003111,End User,Pakistani,Dubai Marina,Apartment,675000.0
CUST-003119,Investor,British,Damac Hills 2,Studio,1485000.0
CUST-002159,Investor,Chinese,Dubai Hills Estate,Apartment,1545000.0
CUST-002144,End User,Lebanese,Dubai Marina,Villa,6885000.0
CUST-003159,End User,Russian,Al Furjan,Apartment,935000.0
CUST-003790,End User,Nigerian,Jumeirah Lake Towers (JLT),Apartment,2655000.0
CUST-002022,Investor,British,Jumeirah Lake Towers (JLT),Apartment,1210000.0
CUST-004341,End User,Indian,Dubai Creek Harbour,Apartment,1480000.0
CUST-004248,End User,Italian,Damac Hills 2,Studio,1590000.0
CUST-000985,End User,Egyptian,Dubai Hills Estate,Apartment,1745000.0
CUST-004913,End User,Jordanian,Mohammed Bin Rashid City (MBR City),Studio,1820000.0
CUST-004325,Investor,Indian,Palm Jumeirah,Villa,1280000.0
CUST-002728,End User,Indian,Mohammed Bin Rashid City (MBR City),Villa,
CUST-002329,End User,Indian,Damac Hills 2,Apartment,2120000.0
CUST-003445,Investor,Pakistani,Dubai Hills Estate,Townhouse,2025000.0
CUST-001648,End User,Saudi,Dubai Hills Estate,Apartment,1200000.0
CUST-000822,End User,Indian,Dubai Hills Estate,Studio,1050000.0
CUST-001990,Investor,French,Mohammed Bin Rashid City (MBR City),Studio,1270000.0
CUST-002568,Investor,,Dubai Hills Estate,Townhouse,2750000.0
CUST-001051,Investor,American,Palm Jumeirah,Apartment,1560000.0
CUST-003301,Investor,Emirati,Dubai Silicon Oasis,Penthouse,5260000.0
CUST-000377,End User,British,Arabian Ranches,Townhouse,3315000.0
CUST-000593,End User,Saudi,Jumeirah Village Circle (JVC),Villa,5330000.0
CUST-003179,End User,Saudi,Jumeirah Village Circle (JVC),Villa,
CUST-004355,End User,Russian,Dubai Marina,Villa,3745000.0
CUST-003080,Investor,Indian,Jumeirah Village Circle (JVC),Studio,615000.0
CUST-000164,End User,,Dubai Hills Estate,Townhouse,3800000.0
CUST-001410,Investor,Russian,Dubai Hills Estate,Villa,5640000.0
CUST-004368,Investor,Indian,Jumeirah Village Circle (JVC),Studio,1720000.0
CUST-001377,Investor,Chinese,Arabian Ranches,Studio,455000.0
CUST-001041,Investor,French,Downtown Dubai,Apartment,1170000.0
CUST-003259,End User,Pakistani,Jumeirah Village Circle (JVC),Penthouse,4605000.0
CUST-000613,End User,Jordanian,Dubai Hills Estate,Villa,2405000.0
CUST-001355,End User,Russian,,Studio,2235000.0
CUST-002901,End User,Russian,,Apartment,1155000.0
CUST-001901,Investor,Indian,Palm Jumeirah,Townhouse,2715000.0
CUST-000370,End User,Chinese,,Townhouse,2160000.0
CUST-003624,End User,American,Downtown Dubai,Studio,1045000.0
CUST-000419,Investor,Canadian,Business Bay,Apartment,780000.0
CUST-000284,Investor,Russian,Al Furjan,Apartment,400000.0
CUST-004218,Investor,Indian,Dubai South,Apartment,1275000.0
CUST-000872,Investor,British,Dubai Marina,Studio,1385000.0
CUST-002910,End User,Pakistani,Mohammed Bin Rashid City (MBR City),Studio,2340000.0
CUST-000355,End User,Filipino,Jumeirah Lake Towers (JLT),Villa,5845000.0
CUST-002604,Investor,Pakistani,Dubai Creek Harbour,Villa,3285000.0
CUST-002640,Investor,Indian,Business Bay,Apartment,1050000.0
CUST-000315,End User,Pakistani,Dubai Marina,Studio,1950000.0
CUST-002988,End User,Chinese,Business Bay,Apartment,1435000.0
CUST-001280,End User,Pakistani,Jumeirah Lake Towers (JLT),Apartment,750000.0
CUST-003888,End User,Lebanese,Dubai Marina,Apartment,1245000.0
CUST-002732,Investor,French,Al Furjan,Penthouse,1635000.0
CUST-001727,End User,Indian,Business Bay,Studio,1925000.0
CUST-001597,Investor,Indian,Mohammed Bin Rashid City (MBR City),Apartment,
CUST-004906,End User,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1070000.0
CUST-001470,End User,French,Arabian Ranches,Studio,1070000.0
CUST-003781,End User,Nigerian,Dubai Marina,Apartment,805000.0
CUST-001602,Investor,Indian,Dubai Silicon Oasis,Studio,610000.0
CUST-004744,Investor,Chinese,Dubai South,Villa,4880000.0
CUST-000400,Investor,Nigerian,Business Bay,Apartment,1580000.0
CUST-004049,Investor,Jordanian,Al Furjan,Studio,1990000.0
CUST-000459,Investor,Canadian,Dubai Marina,Studio,1275000.0
CUST-004454,Investor,Russian,Downtown Dubai,Apartment,2000000.0
CUST-004220,Investor,Egyptian,Jumeirah Village Circle (JVC),Villa,
CUST-001858,Investor,Indian,Jumeirah Lake Towers (JLT),Apartment,2080000.0
CUST-003178,Investor,Nigerian,Jumeirah Lake Towers (JLT),Studio,1735000.0
CUST-000376,Investor,Indian,Dubai Marina,Villa,3405000.0
CUST-004390,Investor,British,Jumeirah Village Circle (JVC),Penthouse,6040000.0
CUST-000884,End User,Emirati,Damac Hills 2,Apartment,1545000.0
CUST-002740,End User,Filipino,Downtown Dubai,Apartment,1260000.0
CUST-000692,Investor,Iranian,Palm Jumeirah,Villa,7165000.0
CUST-001676,End User,Chinese,Dubai Hills Estate,Apartment,740000.0
CUST-000009,End User,Nigerian,Palm Jumeirah,Studio,1415000.0
CUST-003968,Investor,Indian,Dubai Marina,Apartment,2005000.0
CUST-002545,End User,Indian,Downtown Dubai,Apartment,1365000.0
CUST-000899,End User,British,Dubai Marina,Studio,1275000.0
CUST-000318,Investor,Saudi,Palm Jumeirah,Apartment,920000.0
CUST-003492,Investor,Filipino,Jumeirah Village Circle (JVC),Apartment,1540000.0
CUST-001709,Investor,Indian,Dubai Hills Estate,Studio,1330000.0
CUST-003095,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,3070000.0
CUST-003669,End User,British,Al Furjan,Studio,1570000.0
CUST-000509,Investor,Saudi,Business Bay,Studio,1705000.0
CUST-004885,End User,Pakistani,Palm Jumeirah,Apartment,2195000.0
CUST-004340,End User,Filipino,Jumeirah Lake Towers (JLT),Villa,400000.0
CUST-004050,End User,Filipino,Al Furjan,Studio,1570000.0
CUST-000547,End User,Chinese,Downtown Dubai,Apartment,2765000.0
CUST-002883,Investor,American,Dubai Marina,Townhouse,
CUST-002298,End User,Jordanian,Business Bay,Studio,1330000.0
CUST-003037,End User,Canadian,Dubai Marina,Studio,2000000.0
CUST-004717,Investor,British,,Apartment,1135000.0
CUST-003003,Investor,Russian,Dubai Silicon Oasis,Apartment,990000.0
CUST-002579,End User,Emirati,Dubai Hills Estate,Studio,1440000.0
CUST-004937,End User,Indian,Dubai Hills Estate,Villa,6910000.0
CUST-002320,End User,Russian,Damac Hills 2,Villa,5045000.0
CUST-004350,Investor,German,Palm Jumeirah,Townhouse,1500000.0
CUST-001551,Investor,French,Dubai Marina,Apartment,740000.0
CUST-003852,Investor,British,Dubai Marina,Apartment,1705000.0
CUST-000126,Investor,German,Business Bay,Villa,4175000.0
CUST-004616,Investor,Saudi,Business Bay,Townhouse,2120000.0
CUST-003804,End User,,Business Bay,Apartment,1405000.0
CUST-004456,End User,Egyptian,Damac Hills 2,Apartment,1575000.0
CUST-002154,Investor,,Business Bay,Studio,1420000.0
CUST-001600,Investor,Emirati,Al Furjan,Apartment,945000.0
CUST-003235,End User,German,Jumeirah Lake Towers (JLT),Studio,1520000.0
CUST-003320,Investor,Chinese,Damac Hills 2,Apartment,1005000.0
CUST-002133,Investor,French,Dubai Hills Estate,Apartment,1225000.0
CUST-002351,End User,Chinese,Dubai Marina,Apartment,2325000.0
CUST-001158,End User,British,Al Furjan,Apartment,1245000.0
CUST-001749,End User,British,,Studio,1730000.0
CUST-003837,End User,Indian,Business Bay,Studio,1065000.0
CUST-002954,End User,Emirati,Dubai South,Villa,3015000.0
CUST-001719,Investor,Egyptian,Dubai Marina,Apartment,1745000.0
CUST-001159,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,1925000.0
CUST-004055,Investor,Saudi,Dubai Hills Estate,Apartment,1305000.0
CUST-001417,Investor,French,Downtown Dubai,Apartment,1145000.0
CUST-003903,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,
CUST-002766,Investor,German,Dubai South,Villa,5010000.0
CUST-000508,End User,Russian,Dubai Creek Harbour,Studio,1775000.0
CUST-003916,Investor,British,Al Furjan,Townhouse,2640000.0
CUST-000245,End User,Lebanese,Al Furjan,Apartment,1630000.0
CUST-001169,Investor,British,Business Bay,Studio,1810000.0
CUST-001416,End User,Indian,,Studio,1495000.0
CUST-002633,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,2265000.0
CUST-004541,End User,Pakistani,Al Furjan,Townhouse,2610000.0
CUST-004609,Investor,Russian,Dubai Hills Estate,Apartment,1475000.0
CUST-003143,End User,Ukrainian,Dubai South,Studio,1570000.0
CUST-000301,Investor,German,Mohammed Bin Rashid City (MBR City),Apartment,460000.0
CUST-004323,Investor,Indian,Dubai Marina,Apartment,790000.0
CUST-002421,End User,Chinese,Downtown Dubai,Apartment,1645000.0
CUST-001704,Investor,Saudi,Dubai Marina,Villa,3740000.0
CUST-004738,Investor,Emirati,Dubai Marina,Studio,1035000.0
CUST-002698,End User,Ukrainian,Arabian Ranches,Villa,3655000.0
CUST-002562,End User,Indian,Jumeirah Lake Towers (JLT),Villa,5070000.0
CUST-002826,Investor,Pakistani,Al Furjan,Apartment,1320000.0
CUST-004556,End User,Lebanese,Downtown Dubai,Townhouse,1815000.0
CUST-004388,Investor,French,Downtown Dubai,Studio,1515000.0
CUST-000863,Investor,British,Jumeirah Village Circle (JVC),Townhouse,2475000.0
CUST-003290,End User,Pakistani,Al Furjan,Townhouse,2885000.0
CUST-001141,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Villa,
CUST-003671,End User,Indian,Downtown Dubai,Studio,1545000.0
CUST-003568,End User,Egyptian,,Apartment,
CUST-004379,End User,French,Dubai Hills Estate,Apartment,2230000.0
CUST-004448,Investor,Canadian,Dubai Hills Estate,Apartment,1425000.0
CUST-003415,End User,British,Business Bay,Apartment,855000.0
CUST-004199,Investor,French,Jumeirah Village Circle (JVC),Townhouse,1340000.0
CUST-003500,Investor,British,,Apartment,1335000.0
CUST-004114,Investor,South African,Business Bay,Apartment,660000.0
CUST-002220,End User,Lebanese,Jumeirah Village Circle (JVC),Studio,735000.0
CUST-003010,Investor,Russian,Jumeirah Lake Towers (JLT),Townhouse,2465000.0
CUST-003746,Investor,Indian,Downtown Dubai,Studio,1595000.0
CUST-000397,End User,British,Dubai Marina,Villa,5135000.0
CUST-000929,Investor,Indian,Dubai Marina,Studio,1090000.0
CUST-004168,End User,,Dubai Marina,Studio,1765000.0
CUST-000282,Investor,Egyptian,Business Bay,Apartment,1255000.0
CUST-003754,Investor,Pakistani,Downtown Dubai,Apartment,
CUST-000737,Investor,Chinese,Dubai Hills Estate,Apartment,1625000.0
CUST-002585,End User,Russian,Downtown Dubai,Apartment,955000.0
CUST-001579,Investor,French,Dubai Marina,Apartment,1475000.0
CUST-000340,End User,Filipino,Dubai Silicon Oasis,Apartment,1645000.0
CUST-002754,Investor,Egyptian,Dubai Hills Estate,Penthouse,5080000.0
CUST-000462,Investor,Emirati,Palm Jumeirah,Apartment,1145000.0
CUST-000898,Investor,Nigerian,Dubai Marina,Townhouse,2205000.0
CUST-001750,Investor,South African,Jumeirah Village Circle (JVC),Townhouse,2275000.0
CUST-004843,Investor,Pakistani,Dubai Marina,Apartment,1225000.0
CUST-000179,End User,Saudi,Dubai Marina,Villa,400000.0
CUST-003534,Investor,South African,Damac Hills 2,Apartment,1185000.0
CUST-004450,End User,Nigerian,Dubai Marina,Apartment,1695000.0
CUST-004586,End User,Russian,Business Bay,Apartment,1010000.0
CUST-001068,End User,British,Dubai South,Villa,3765000.0
CUST-000803,Investor,British,Dubai Marina,Studio,815000.0
CUST-000820,Investor,Canadian,Dubai Marina,Apartment,1815000.0
CUST-003091,End User,Nigerian,Jumeirah Lake Towers (JLT),Apartment,1205000.0
CUST-003673,End User,Chinese,Dubai Marina,Villa,5920000.0
CUST-000207,End User,Russian,Dubai Marina,Apartment,1605000.0
CUST-001052,End User,Lebanese,Downtown Dubai,Apartment,2180000.0
CUST-000452,Investor,Indian,Al Furjan,Apartment,1605000.0
CUST-001342,End User,Pakistani,Jumeirah Village Circle (JVC),Apartment,840000.0
